Order ID,Order Date,Country,Region,State,City,Category,Sub-Category,Product Name,Customer Name,Quantity,Sales,Discount,Profit
US-2019-132542,06/10/2019,United States,Central,Nebraska,Omaha,Office Supplies,Binders,GBC VeloBinder Strips,Alice McCarthy,2,15.36,0,7.68
US-2019-110611,06/10/2019,United States,East,Pennsylvania,Philadelphia,Office Supplies,Storage,"Tennsco Lockers, Gray",Joy Daniels,5,83.92,0.2,-13.637
US-2019-109680,06/10/2019,United States,Central,Indiana,Indianapolis,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,Victoria Pisteka,2,386.34,0,54.0876
US-2019-134677,06/10/2019,United States,West,California,San Diego,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Xylona Preis,3,9.09,0,1.9089
US-2019-117429,07/10/2019,United States,East,Pennsylvania,Philadelphia,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",Mathew Reese,5,129.92,0.2,21.112
US-2019-132801,07/10/2019,United States,Central,Texas,Dallas,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",John Grady,10,107.44,0.2,10.744
US-2019-119977,08/10/2019,United States,East,New York,New York City,Office Supplies,Paper,Xerox 197,Duane Noonan,4,123.92,0,55.764
US-2019-142951,08/10/2019,United States,South,North Carolina,Charlotte,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",Jack Garza,3,23.472,0.2,4.9878
US-2019-138240,09/10/2019,United States,West,California,San Francisco,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Shirley Jackson,3,144.6,0,41.934
US-2019-137911,09/10/2019,United States,South,North Carolina,Jacksonville,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Bart Pistole,2,88.768,0.2,31.0688
US-2019-138240,09/10/2019,United States,West,California,San Francisco,Technology,Phones,iOttie HLCRIO102 Car Mount,Shirley Jackson,1,15.992,0.2,-2.9985
US-2019-140403,10/10/2019,United States,West,California,Manteca,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",Tanja Norvell,3,122.352,0.2,13.7646
US-2019-150329,10/10/2019,United States,West,Arizona,Phoenix,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,Shirley Daniels,7,46.872,0.2,3.5154
US-2019-134054,10/10/2019,United States,West,New Mexico,Albuquerque,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Fred Chung,7,255.85,0,112.574
US-2019-105137,10/10/2019,United States,East,Ohio,Columbus,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",Richard Bierner,2,18.264,0.7,-13.3936
US-2019-103492,10/10/2019,United States,Central,Texas,Huntsville,Office Supplies,Binders,Avery Non-Stick Binders,Craig Molinari,1,0.898,0.8,-1.5715
US-2019-103492,10/10/2019,United States,Central,Texas,Huntsville,Office Supplies,Binders,GBC Personal VeloBind Strips,Craig Molinari,5,11.98,0.8,-19.168
US-2019-140403,10/10/2019,United States,West,California,Manteca,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Tanja Norvell,2,15.28,0,7.4872
US-2019-105137,10/10/2019,United States,East,Ohio,Columbus,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Richard Bierner,2,101.994,0.7,-71.3958
US-2019-103492,10/10/2019,United States,Central,Texas,Huntsville,Technology,Phones,Motorola Droid Maxx,Craig Molinari,6,719.952,0.2,71.9952
US-2019-103492,10/10/2019,United States,Central,Texas,Huntsville,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,Craig Molinari,7,755.944,0.2,66.1451
US-2019-157924,11/10/2019,United States,West,California,Pasadena,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Helen Andreada,2,433.568,0.2,-65.0352
US-2019-116834,11/10/2019,United States,West,Washington,Seattle,Furniture,Furnishings,DAX Cubicle Frames - 8x10,Dean percer,11,63.47,0,19.041
US-2019-114314,11/10/2019,United States,South,Arkansas,Fayetteville,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,Dorothy Badders,4,8.92,0,3.9248
US-2019-128538,11/10/2019,United States,West,California,Redondo Beach,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Alan Shonely,1,7.64,0,3.7436
US-2019-126571,11/10/2019,United States,East,Pennsylvania,Philadelphia,Office Supplies,Envelopes,Airmail Envelopes,Jill Fjeld,3,201.432,0.2,67.9833
US-2019-114314,11/10/2019,United States,South,Arkansas,Fayetteville,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Dorothy Badders,1,7.31,0,3.4357
US-2019-157924,11/10/2019,United States,West,California,Pasadena,Office Supplies,Storage,Iris Project Case,Helen Andreada,4,31.92,0,8.2992
US-2019-126571,11/10/2019,United States,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Fellowes High-Stak Drawer Files,Jill Fjeld,2,281.904,0.2,10.5714
US-2019-116834,11/10/2019,United States,West,Washington,Seattle,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,Dean percer,5,345,0,58.65
US-2019-139451,12/10/2019,United States,West,California,San Francisco,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Duane Noonan,5,14.9,0,4.172
US-2019-139451,12/10/2019,United States,West,California,San Francisco,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",Duane Noonan,1,21.39,0,6.2031
US-2019-154655,12/10/2019,United States,Central,Illinois,Chicago,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Barry Pond,2,22.24,0.2,2.502
US-2019-164742,13/10/2019,United States,East,New Jersey,Lakewood,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",Marina Lichtenstein,2,245.98,0,27.0578
US-2019-151995,13/10/2019,United States,West,Washington,Edmonds,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Zuschuss Carroll,5,1298.55,0,311.652
US-2019-151995,13/10/2019,United States,West,Washington,Edmonds,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,Zuschuss Carroll,4,213.92,0,62.0368
US-2019-151995,13/10/2019,United States,West,Washington,Edmonds,Office Supplies,Art,Newell 32,Zuschuss Carroll,4,11.52,0,3.2256
US-2019-132010,13/10/2019,United States,South,Virginia,Richmond,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,Michelle Arnett,3,15.18,0,7.1346
US-2019-123316,13/10/2019,United States,East,New York,Mount Vernon,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,Sibella Parks,3,7.752,0.2,2.8101
US-2019-164742,13/10/2019,United States,East,New Jersey,Lakewood,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,Marina Lichtenstein,1,18.94,0,9.47
US-2019-132010,13/10/2019,United States,South,Virginia,Richmond,Office Supplies,Envelopes,Pastel Pink Envelopes,Michelle Arnett,5,36.4,0,17.472
US-2019-132010,13/10/2019,United States,South,Virginia,Richmond,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,Michelle Arnett,4,315.2,0,6.304
US-2019-151995,13/10/2019,United States,West,Washington,Edmonds,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Zuschuss Carroll,2,25.78,0,2.578
US-2019-132010,13/10/2019,United States,South,Virginia,Richmond,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,Michelle Arnett,2,22.96,0,4.3624
US-2019-151330,14/10/2019,United States,East,Massachusetts,Everett,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Toby Carlisle,9,1628.82,0,260.6112
US-2019-163748,14/10/2019,United States,Central,Texas,Fort Worth,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Hunter Glantz,4,3.16,0.8,-8.532
US-2019-151015,14/10/2019,United States,Central,Illinois,Chicago,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Bradley Drucker,3,2.946,0.8,-4.8609
US-2019-146353,14/10/2019,United States,East,New Hampshire,Concord,Office Supplies,Binders,Avery Metallic Poly Binders,Jim Epp,4,22.92,0,11.0016
US-2019-151015,14/10/2019,United States,Central,Illinois,Chicago,Office Supplies,Paper,Xerox 1903,Bradley Drucker,4,19.136,0.2,6.9368
US-2019-151015,14/10/2019,United States,Central,Illinois,Chicago,Office Supplies,Paper,Xerox 1951,Bradley Drucker,13,322.192,0.2,100.685
US-2019-151330,14/10/2019,United States,East,Massachusetts,Everett,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Toby Carlisle,7,79.45,0,22.246
US-2019-146353,14/10/2019,United States,East,New Hampshire,Concord,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,Jim Epp,5,269.9,0,16.194
US-2019-151330,14/10/2019,United States,East,Massachusetts,Everett,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,Toby Carlisle,3,177,0,30.09
US-2019-163748,14/10/2019,United States,Central,Texas,Fort Worth,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,Hunter Glantz,5,1999.96,0.2,624.9875
US-2019-122021,15/10/2019,United States,East,Ohio,Parma,Furniture,Chairs,Global Italian Leather Office Chair,Anna Chung,2,183.372,0.3,-7.8588
US-2019-143182,15/10/2019,United States,South,Florida,Hialeah,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Dan Lawera,1,15.384,0.2,4.0383
US-2019-122021,15/10/2019,United States,East,Ohio,Parma,Office Supplies,Paper,Xerox 1897,Anna Chung,2,7.968,0.2,2.8884
US-2019-109456,16/10/2019,United States,West,California,San Francisco,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Lynn Smith,3,14.352,0.2,5.0232
US-2019-109456,16/10/2019,United States,West,California,San Francisco,Technology,Accessories,Logitech Illuminated - Keyboard,Lynn Smith,3,179.97,0,86.3856
US-2019-103086,17/10/2019,United States,Central,Texas,Houston,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Evan Bailliet,2,5.312,0.6,-1.5936
US-2019-124394,17/10/2019,United States,Central,Texas,Beaumont,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Tracy Blumstein,5,10.78,0.8,-17.248
US-2019-124394,17/10/2019,United States,Central,Texas,Beaumont,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,Tracy Blumstein,3,119.976,0.2,-17.9964
US-2019-110408,18/10/2019,United States,South,Alabama,Montgomery,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",Alan Schoenberger,6,545.88,0,70.9644
US-2019-115084,18/10/2019,United States,South,Arkansas,Texarkana,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Luke Schmidt,6,605.34,0,145.2816
US-2019-143168,18/10/2019,United States,West,Washington,Seattle,Office Supplies,Binders,Computer Printout Index Tabs,Ivan Gibson,1,1.344,0.2,0.4704
US-2019-138450,18/10/2019,United States,East,Pennsylvania,Philadelphia,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Edward Hooks,6,52.512,0.2,19.692
US-2019-143168,18/10/2019,United States,West,Washington,Seattle,Office Supplies,Paper,Xerox 1925,Ivan Gibson,2,61.96,0,27.882
US-2019-138450,18/10/2019,United States,East,Pennsylvania,Philadelphia,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",Edward Hooks,4,10.048,0.2,3.14
US-2019-110408,18/10/2019,United States,South,Alabama,Montgomery,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Alan Schoenberger,3,275.97,0,11.0388
US-2019-138450,18/10/2019,United States,East,Pennsylvania,Philadelphia,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",Edward Hooks,6,186.912,0.2,-35.046
US-2019-110408,18/10/2019,United States,South,Alabama,Montgomery,Technology,Phones,Avaya IP Phone 1140E VoIP phone,Alan Schoenberger,5,1394.95,0,362.687
US-2019-155264,19/10/2019,United States,West,California,San Francisco,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,Rachel Payne,1,2.992,0.2,1.122
US-2019-155264,19/10/2019,United States,West,California,San Francisco,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,Rachel Payne,6,20.064,0.2,7.0224
US-2019-155264,19/10/2019,United States,West,California,San Francisco,Office Supplies,Labels,Avery 480,Rachel Payne,5,18.75,0,9
US-2019-155264,19/10/2019,United States,West,California,San Francisco,Office Supplies,Paper,Xerox 1917,Rachel Payne,3,146.73,0,68.9631
US-2019-117317,19/10/2019,United States,West,California,Los Angeles,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Jeremy Farry,3,13.44,0,6.5856
US-2019-155264,19/10/2019,United States,West,California,San Francisco,Technology,Phones,Panasonic KX TS208W Corded phone,Rachel Payne,3,117.576,0.2,11.7576
US-2019-100867,19/10/2019,United States,West,California,Lakewood,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,Eugene Hildebrand,6,321.552,0.2,20.097
CA-2019-125388,19/10/2019,Canada,East,Quebec,Montreal,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Michael Paige,3,117.576,0.2,11.7576
CA-2019-125388,19/10/2019,Canada,East,Quebec,Montreal,Office Supplies,Storage,Crate-A-Files,Michael Paige,4,56.56,0,14.71
CA-2019-100867,19/10/2019,Canada,West,British Columbia,Vancouver,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,Eugene Hildebrand,3,32.7,0,8.5
US-2019-169684,20/10/2019,United States,South,Tennessee,Knoxville,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",Fred Hopkins,3,328.59,0.4,-147.8655
US-2019-137092,20/10/2019,United States,Central,Illinois,Chicago,Office Supplies,Binders,Satellite Sectional Post Binders,Lindsay Shagiari,1,8.682,0.8,-14.7594
US-2019-137092,20/10/2019,United States,Central,Illinois,Chicago,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Lindsay Shagiari,1,24.424,0.2,7.9378
US-2019-137092,20/10/2019,United States,Central,Illinois,Chicago,Office Supplies,Paper,Wirebound Voice Message Log Book,Lindsay Shagiari,1,3.808,0.2,1.2376
US-2019-169684,20/10/2019,United States,South,Tennessee,Knoxville,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",Fred Hopkins,3,98.352,0.2,-24.588
US-2019-146703,20/10/2019,United States,Central,Michigan,Westland,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Patrick O'Donnell,4,211.96,0,8.4784
US-2019-137092,20/10/2019,United States,Central,Illinois,Chicago,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",Lindsay Shagiari,3,505.32,0.2,31.5825
US-2019-137092,20/10/2019,United States,Central,Illinois,Chicago,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,Lindsay Shagiari,4,319.968,0.2,71.9928
US-2019-142587,21/10/2019,United States,East,Ohio,Fairfield,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Tracy Blumstein,3,409.59,0.4,-122.877
US-2019-100916,21/10/2019,United States,South,Virginia,Newport News,Furniture,Tables,Hon 2111 Invitation Series Straight Table,Frank Hawley,4,591.32,0,112.3508
US-2019-142587,21/10/2019,United States,East,Ohio,Fairfield,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,Tracy Blumstein,4,121.792,0.2,13.7016
US-2019-100916,21/10/2019,United States,South,Virginia,Newport News,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,Frank Hawley,1,2.84,0,0.8804
US-2019-169852,21/10/2019,United States,West,California,San Diego,Office Supplies,Binders,Plastic Binding Combs,Sylvia Foulston,3,36.36,0.2,12.2715
US-2019-100916,21/10/2019,United States,South,Virginia,Newport News,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",Frank Hawley,5,194.7,0,9.735
US-2019-151967,22/10/2019,United States,South,Louisiana,Bossier City,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,Nicole Brennan,4,129.92,0,10.3936
US-2019-110072,22/10/2019,United States,East,Ohio,Newark,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",Maureen Gastineau,4,93.888,0.2,12.9096
US-2019-130729,24/10/2019,United States,West,California,Rancho Cucamonga,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,Allen Armold,3,34.272,0.2,11.1384
US-2019-113047,24/10/2019,United States,South,South Carolina,Rock Hill,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,Arthur Prichep,3,11.85,0,3.792
US-2019-108707,24/10/2019,United States,South,Florida,Fort Lauderdale,Office Supplies,Paper,Xerox 210,Daniel Byrd,2,10.368,0.2,3.6288
US-2019-139542,25/10/2019,United States,East,Pennsylvania,Philadelphia,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Evan Henry,3,13.698,0.7,-9.5886
US-2019-158400,25/10/2019,United States,West,California,San Francisco,Office Supplies,Binders,GBC VeloBind Cover Sets,Aaron Hawkins,4,49.408,0.2,18.528
US-2019-139542,25/10/2019,United States,East,Pennsylvania,Philadelphia,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Evan Henry,3,40.776,0.2,0.5097
US-2019-162278,26/10/2019,United States,West,Washington,Seattle,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,Angele Hood,4,63.92,0,3.196
US-2019-162278,26/10/2019,United States,West,Washington,Seattle,Technology,Phones,Vtech CS6719,Angele Hood,5,383.96,0.2,38.396
US-2019-148285,27/10/2019,United States,South,North Carolina,Fayetteville,Office Supplies,Paper,Easy-staple paper,Ross DeVincentis,3,11.952,0.2,4.0338
US-2019-148285,27/10/2019,United States,South,North Carolina,Fayetteville,Office Supplies,Paper,Xerox 2,Ross DeVincentis,2,10.368,0.2,3.6288
US-2019-101931,28/10/2019,United States,West,California,Los Angeles,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,Todd Sumrall,6,616.998,0.15,-36.294
US-2019-101931,28/10/2019,United States,West,California,Los Angeles,Office Supplies,Binders,Avery Non-Stick Binders,Todd Sumrall,2,7.184,0.2,2.245
US-2019-101931,28/10/2019,United States,West,California,Los Angeles,Office Supplies,Storage,Eldon Portable Mobile Manager,Todd Sumrall,5,141.4,0,38.178
US-2019-101931,28/10/2019,United States,West,California,Los Angeles,Office Supplies,Supplies,Premier Automatic Letter Opener,Todd Sumrall,2,480.74,0,14.4222
US-2019-101931,28/10/2019,United States,West,California,Los Angeles,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,Todd Sumrall,2,6.28,0,0.0628
US-2019-107769,28/10/2019,United States,Central,Kansas,Garden City,Technology,Phones,Digium D40 VoIP phone,Bill Tyler,2,257.98,0,74.8142
US-2019-166590,29/10/2019,United States,Central,Indiana,Columbus,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Noah Childs,2,75.88,0,35.6636
US-2019-166590,29/10/2019,United States,Central,Indiana,Columbus,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,Noah Childs,2,1.98,0,0.891
US-2019-154627,29/10/2019,United States,Central,Illinois,Chicago,Technology,Phones,Apple iPhone 5S,Sue Ann Reed,6,2735.952,0.2,341.994
US-2019-145387,31/10/2019,United States,East,Rhode Island,Cranston,Furniture,Chairs,Hon Pagoda Stacking Chairs,Anne McFarland,5,1604.9,0,481.47
US-2019-106439,31/10/2019,United States,West,California,Los Angeles,Furniture,Chairs,Novimex Fabric Task Chair,Greg Guthrie,3,146.352,0.2,-9.147
US-2019-145387,31/10/2019,United States,East,Rhode Island,Cranston,Furniture,Furnishings,Eldon Wave Desk Accessories,Anne McFarland,3,17.67,0,7.7748
US-2019-145387,31/10/2019,United States,East,Rhode Island,Cranston,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",Anne McFarland,2,14.76,0,4.2804
US-2019-145387,31/10/2019,United States,East,Rhode Island,Cranston,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Anne McFarland,1,385.686,0.3,-60.6078
US-2019-108609,31/10/2019,United States,East,Ohio,Lorain,Furniture,Tables,Hon 94000 Series Round Tables,Anthony Jacobs,8,1421.664,0.4,-734.5264
US-2019-106439,31/10/2019,United States,West,California,Los Angeles,Office Supplies,Art,Newell 325,Greg Guthrie,3,12.39,0,3.717
US-2019-145387,31/10/2019,United States,East,Rhode Island,Cranston,Office Supplies,Art,Lumber Crayons,Anne McFarland,5,49.25,0,18.715
US-2019-106439,31/10/2019,United States,West,California,Los Angeles,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Greg Guthrie,2,15.968,0.2,5.3892
US-2019-145387,31/10/2019,United States,East,Rhode Island,Cranston,Office Supplies,Binders,GBC Recycled VeloBinder Covers,Anne McFarland,2,34.08,0,15.6768
US-2019-106439,31/10/2019,United States,West,California,Los Angeles,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Greg Guthrie,3,19.296,0.2,6.03
US-2019-106439,31/10/2019,United States,West,California,Los Angeles,Office Supplies,Fasteners,Staples,Greg Guthrie,3,11.34,0,5.2164
US-2019-106439,31/10/2019,United States,West,California,Los Angeles,Office Supplies,Paper,Xerox 1952,Greg Guthrie,13,64.74,0,30.4278
US-2019-145387,31/10/2019,United States,East,Rhode Island,Cranston,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Anne McFarland,2,10.16,0,4.7752
US-2019-106439,31/10/2019,United States,West,California,Los Angeles,Office Supplies,Storage,Tennsco Regal Shelving Units,Greg Guthrie,4,405.64,0,12.1692
US-2019-106439,31/10/2019,United States,West,California,Los Angeles,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Greg Guthrie,5,80.3,0,20.878
US-2019-106439,31/10/2019,United States,West,California,Los Angeles,Technology,Accessories,Maxell LTO Ultrium - 800 GB,Greg Guthrie,9,251.91,0,47.8629
US-2019-167262,31/10/2019,United States,West,Arizona,Avondale,Technology,Phones,Plantronics HL10 Handset Lifter,Amy Cox,8,742.336,0.2,83.5128
US-2019-120313,31/10/2019,United States,West,California,San Francisco,Technology,Phones,Motorola L804,Nancy Lomonaco,2,73.584,0.2,8.2782
US-2019-114195,01/11/2019,United States,East,Ohio,Mason,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Erin Ashbrook,2,68.704,0.2,16.3172
US-2019-137155,01/11/2019,United States,East,New York,Long Beach,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",Daniel Lacy,6,31.68,0,9.8208
US-2019-137155,01/11/2019,United States,East,New York,Long Beach,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,Daniel Lacy,3,533.94,0,154.8426
US-2019-139423,01/11/2019,United States,East,New Jersey,Orange,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,Deirdre Greer,2,76.12,0,22.0748
US-2019-102673,01/11/2019,United States,South,North Carolina,Charlotte,Office Supplies,Art,Newell 320,Ken Heidel,3,10.272,0.2,0.8988
US-2019-134313,01/11/2019,United States,West,Colorado,Denver,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,Russell Applegate,3,43.176,0.2,4.3176
US-2019-152562,01/11/2019,United States,South,Kentucky,Richmond,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",Jack O'Briant,3,5.64,0,1.6356
US-2019-114195,01/11/2019,United States,East,Ohio,Mason,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,Erin Ashbrook,2,3.132,0.7,-2.61
US-2019-114195,01/11/2019,United States,East,Ohio,Mason,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,Erin Ashbrook,3,22.428,0.7,-17.9424
US-2019-102673,01/11/2019,United States,South,North Carolina,Charlotte,Office Supplies,Fasteners,Staples,Ken Heidel,5,7.52,0.2,1.41
US-2019-102673,01/11/2019,United States,South,North Carolina,Charlotte,Office Supplies,Labels,Avery 513,Ken Heidel,12,47.808,0.2,15.5376
US-2019-168305,01/11/2019,United States,West,California,Los Angeles,Office Supplies,Labels,Avery 475,Paul Lucas,3,44.4,0,22.2
US-2019-126907,01/11/2019,United States,Central,Illinois,Chicago,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,Suzanne McNair,3,15.696,0.2,5.1012
US-2019-137155,01/11/2019,United States,East,New York,Long Beach,Office Supplies,Paper,Xerox 1934,Daniel Lacy,3,167.94,0,82.2906
US-2019-168305,01/11/2019,United States,West,California,Los Angeles,Office Supplies,Paper,Easy-staple paper,Paul Lucas,5,21.4,0,9.63
US-2019-152562,01/11/2019,United States,South,Kentucky,Richmond,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Jack O'Briant,2,69.52,0,19.4656
US-2019-148915,01/11/2019,United States,West,Oregon,Portland,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",Natalie DeCherney,5,443.92,0.2,-94.333
US-2019-148915,01/11/2019,United States,West,Oregon,Portland,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,Natalie DeCherney,3,155.976,0.2,54.5916
US-2019-134313,01/11/2019,United States,West,Colorado,Denver,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,Russell Applegate,4,1983.968,0.2,247.996
US-2019-102673,01/11/2019,United States,South,North Carolina,Charlotte,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,Ken Heidel,9,978.84,0.2,110.1195
US-2019-107454,02/11/2019,United States,East,New York,New York City,Furniture,Furnishings,Tensor Computer Mounted Lamp,Roger Demir,6,89.34,0,24.1218
US-2019-129147,02/11/2019,United States,East,Ohio,Medina,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,Liz Carlisle,3,19.242,0.7,-13.4694
US-2019-107454,02/11/2019,United States,East,New York,New York City,Office Supplies,Labels,Avery 499,Roger Demir,7,34.86,0,16.0356
US-2019-115889,02/11/2019,United States,West,California,San Francisco,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,Shahid Hopkins,2,362.92,0,105.2468
US-2019-134726,02/11/2019,United States,West,Washington,Seattle,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",Steven Ward,2,41.94,0,15.0984
US-2019-120670,02/11/2019,United States,South,Florida,Fort Lauderdale,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Julie Kriz,10,799.92,0.2,239.976
US-2019-129147,02/11/2019,United States,East,Ohio,Medina,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,Liz Carlisle,6,539.964,0.4,-107.9928
US-2019-129147,02/11/2019,United States,East,Ohio,Medina,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Liz Carlisle,7,50.232,0.4,-10.0464
US-2019-115889,02/11/2019,United States,West,California,San Francisco,Technology,Phones,AT&T CL82213,Shahid Hopkins,2,46.384,0.2,5.2182
